@relation sentiment_vector

@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute class {True,False}

@data
0,1,0,0,True
0.329,0.516,0.155,-0.4648,True
0,0.859,0.141,0.4199,True
0.203,0.523,0.275,0.2732,True
0.294,0.588,0.118,-0.6361,True
0.399,0.482,0.119,-0.872,True
0,0.875,0.125,0.4588,True
0,0.68,0.32,0.8848,True
0.259,0.453,0.288,0.1779,True
0.138,0.5,0.362,0.4215,True
0.216,0.784,0,-0.6425,True
0,0.914,0.086,0.1511,True
0.117,0.883,0,-0.308,True
0.084,0.807,0.108,0.3187,True
0.147,0.853,0,-0.7351,True
0,0.93,0.07,0.4135,True
0.095,0.905,0,-0.6908,True
0,0.792,0.208,0.765,True
0.159,0.747,0.094,-0.3336,True
0,0.851,0.149,0.8658,True
0,0.915,0.085,0.4215,True
0.131,0.716,0.154,0.0258,True
0,0.851,0.149,0.8658,True
0.087,0.764,0.149,0.5719,True
0.273,0.727,0,-0.9313,True
0.208,0.688,0.103,-0.6705,True
0,0.772,0.228,0.93,True
0.263,0.737,0,-0.9601,True
0.114,0.739,0.148,0.0772,True
0,0.807,0.193,0.8993,True
0.159,0.802,0.039,-0.7506,True
0,0.937,0.063,0.3612,True
0.076,0.69,0.234,0.9734,True
0,0.931,0.069,0.4404,True
0,0.846,0.154,0.7343,True
0,0.909,0.091,0.4767,True
0.154,0.76,0.085,-0.4417,True
0,0.681,0.319,0.7269,True
0,0.897,0.103,0.6486,True
0.151,0.849,0,-0.7184,True
0.417,0.583,0,-0.9638,True
0.044,0.824,0.132,0.6808,True
0.202,0.741,0.058,-0.7906,True
0.141,0.742,0.117,-0.3057,True
0.145,0.688,0.167,0.8048,True
0.197,0.704,0.099,-0.8689,True
0.095,0.68,0.225,0.9723,True
0,1,0,0,True
0,0.924,0.076,0.4939,True
0,0.847,0.153,0.8225,True
0.045,0.909,0.045,0.25,True
0.131,0.869,0,-0.7717,True
0.121,0.879,0,-0.7845,True
0.091,0.749,0.16,0.8166,True
0.091,0.79,0.119,0.3612,True
0.084,0.827,0.09,0.2967,True
0.102,0.829,0.069,-0.2263,True
0,0.873,0.127,0.539,True
0.208,0.792,0,-0.8402,True
0.132,0.868,0,-0.6956,True
0,0.89,0.11,0.4939,True
0.206,0.758,0.036,-0.9042,True
0.094,0.906,0,-0.5267,True
0,0.952,0.048,0.34,True
0.141,0.742,0.117,-0.3057,True
0,1,0,0,True
0.039,0.872,0.089,0.4019,True
0.193,0.807,0,-0.8519,True
0.175,0.774,0.051,-0.7037,True
0,0.959,0.041,0.25,True
0,1,0,0,True
0,0.851,0.149,0.7003,True
0.048,0.927,0.025,-0.296,True
0.09,0.87,0.039,-0.4767,True
0,0.97,0.03,0.1655,True
0,0.818,0.182,0.836,True
0.119,0.629,0.252,0.877,True
0,0.681,0.319,0.7269,True
0.07,0.823,0.106,0.2023,True
0,0.778,0.222,0.9081,True
0,0.845,0.155,0.8268,True
0.047,0.648,0.304,0.9485,True
0,0.565,0.435,0.9397,True
0.269,0.657,0.074,-0.9217,True
0,0.966,0.034,0.1779,True
0,0.801,0.199,0.802,True
0.099,0.801,0.099,0,True
0.316,0.628,0.056,-0.9666,True
0.341,0.619,0.04,-0.9607,True
0.198,0.756,0.045,-0.8442,True
0.29,0.661,0.05,-0.9516,True
0.304,0.696,0,-0.9325,True
0,0.858,0.142,0.6486,True
0.185,0.815,0,-0.8126,True
0.097,0.717,0.186,0.6808,True
0.046,0.72,0.233,0.872,True
0.067,0.879,0.054,-0.7131,True
0,0.85,0.15,0.872,True
0,0.939,0.061,0.5023,True
0.254,0.746,0,-0.9181,True
0.061,0.846,0.092,0.2648,True
0.283,0.717,0,-0.93,True
0,0.776,0.224,0.802,True
0.057,0.847,0.096,0.2732,True
0.139,0.861,0,-0.7964,True
0.042,0.739,0.22,0.8555,True
0.345,0.598,0.057,-0.9313,True
0.193,0.784,0.023,-0.9062,True
0.275,0.671,0.054,-0.9553,True
0,0.776,0.224,0.6705,True
0.109,0.771,0.12,0.204,True
0.046,0.907,0.046,0,True
0,1,0,0,True
0,0.812,0.188,0.7579,True
0.091,0.884,0.024,-0.5514,True
0.122,0.618,0.26,0.836,True
0.104,0.835,0.061,-0.7722,True
0.238,0.762,0,-0.9246,True
0.069,0.931,0,-0.6597,True
0.078,0.856,0.066,-0.6199,True
0,0.846,0.154,0.6369,True
0.132,0.692,0.176,0.8468,True
0.171,0.829,0,-0.7351,True
0.096,0.773,0.131,0.4404,True
0.266,0.734,0,-0.9382,True
0.119,0.629,0.252,0.877,True
0.077,0.923,0,-0.2732,True
0,0.96,0.04,0.1477,True
0.242,0.758,0,-0.9368,True
0.272,0.728,0,-0.9505,True
0.057,0.943,0,-0.4588,True
0.064,0.792,0.144,0.6369,True
0.047,0.908,0.045,-0.0258,True
0.126,0.874,0,-0.6808,True
0,0.769,0.231,0.8555,True
0.161,0.839,0,-0.743,True
0,0.671,0.329,0.8519,True
0,0.659,0.341,0.897,True
0.02,0.854,0.126,0.743,True
0.079,0.796,0.126,0.8507,True
0,0.75,0.25,0.9396,True
0,0.929,0.071,0.4588,True
0,0.829,0.171,0.6322,True
0,1,0,0,True
0.071,0.822,0.107,0.4964,True
0,1,0,0,True
0,0.778,0.222,0.7506,True
0.113,0.801,0.086,-0.3147,True
0.048,0.952,0,-0.1655,True
0.05,0.95,0,-0.3818,True
0.19,0.778,0.032,-0.875,True
0.202,0.737,0.06,-0.8176,True
0.262,0.738,0,-0.9398,True
0.074,0.809,0.117,0.3818,True
0.119,0.738,0.143,0.0516,True
0.167,0.797,0.036,-0.6249,True
0,0.88,0.12,0.7184,True
0,0.688,0.312,0.8748,True
0.18,0.82,0,-0.8481,True
0.088,0.876,0.036,-0.4767,True
0,1,0,0,True
0.129,0.837,0.034,-0.6369,True
0.097,0.743,0.16,0.4091,True
0.148,0.832,0.02,-0.8908,True
0.231,0.769,0,-0.9287,True
0.083,0.917,0,-0.3612,True
0,0.862,0.138,0.7501,True
0.132,0.814,0.054,-0.7003,True
0.074,0.846,0.08,0.0772,True
0,0.913,0.087,0.4215,True
0,0.605,0.395,0.9432,True
0.071,0.861,0.067,-0.0516,True
0.053,0.821,0.126,0.25,True
0.217,0.783,0,-0.8658,True
0.024,0.937,0.039,0.2144,True
0.049,0.951,0,-0.4588,True
0,0.776,0.224,0.8316,True
0,0.929,0.071,0.1531,True
0.261,0.689,0.049,-0.875,True
0.088,0.912,0,-0.5499,True
0.174,0.826,0,-0.836,True
0,0.833,0.167,0.4588,True
0.098,0.844,0.058,-0.5106,True
0,1,0,0,True
0.199,0.523,0.278,0.4404,True
0.245,0.694,0.062,-0.8591,True
0.139,0.818,0.043,-0.7351,True
0,0.724,0.276,0.8555,True
0,1,0,0,True
0.061,0.854,0.085,0.296,True
0,1,0,0,True
0.061,0.939,0,-0.5204,True
0.184,0.816,0,-0.6486,True
0.058,0.889,0.054,-0.0489,True
0.081,0.835,0.084,0.0258,True
0.142,0.792,0.066,-0.4404,True
0.199,0.657,0.144,-0.5574,True
0.272,0.544,0.184,-0.6908,True
0.244,0.756,0,-0.9382,True
0,0.926,0.074,0.3818,True
0.055,0.912,0.033,-0.0772,True
0,0.916,0.084,0.5267,True
0.215,0.785,0,-0.8625,True
0.231,0.769,0,-0.872,True
0,0.933,0.067,0.0772,True
0.048,0.915,0.037,-0.128,True
0.076,0.924,0,-0.7783,True
0,0.957,0.043,0.6868,True
0.143,0.857,0,-0.8402,True
0.182,0.712,0.105,-0.6597,True
0,0.795,0.205,0.734,True
0,0.917,0.083,0.4215,True
0.121,0.879,0,-0.7096,True
0,0.916,0.084,0.5661,True
0,0.741,0.259,0.9231,True
0.155,0.802,0.044,-0.7845,True
0,0.732,0.268,0.8934,True
0,0.64,0.36,0.8957,True
0,0.909,0.091,0.3818,True
0.08,0.82,0.101,-0.0258,True
0.091,0.878,0.031,-0.4118,True
0,0.791,0.209,0.9571,True
0.108,0.824,0.069,-0.743,True
0.091,0.853,0.056,-0.6124,True
0,0.853,0.147,0.6908,True
0,0.707,0.293,0.8271,True
0.176,0.771,0.053,-0.9247,True
0.023,0.83,0.147,0.8873,True
0.083,0.857,0.06,-0.4203,True
0.138,0.753,0.109,-0.2617,True
0.042,0.857,0.101,0.5719,True
0,0.669,0.331,0.8979,True
0.038,0.887,0.074,0.4091,True
0,1,0,0,True
0.08,0.896,0.024,-0.7703,True
0,0.913,0.087,0.4215,True
0.224,0.492,0.284,0.3612,True
0.201,0.757,0.042,-0.7906,True
0.234,0.766,0,-0.8957,True
0,0.894,0.106,0.5859,True
0.048,0.862,0.09,0.3182,True
0,1,0,0,True
0.195,0.748,0.057,-0.8788,True
0,0.88,0.12,0.7506,True
0.16,0.79,0.051,-0.775,True
0.052,0.872,0.076,0.101,True
0,1,0,0,True
0.259,0.741,0,-0.9442,True
0,0.913,0.087,0.4588,True
0.23,0.708,0.062,-0.7812,True
0.166,0.706,0.128,-0.3182,True
0.044,0.719,0.238,0.8658,True
0.067,0.933,0,-0.5267,True
0.044,0.956,0,-0.3182,True
0.152,0.804,0.044,-0.6705,True
0.058,0.832,0.11,0.3612,True
0.081,0.919,0,-0.5423,True
0.112,0.888,0,-0.7096,True
0.326,0.632,0.042,-0.959,True
0,1,0,0,True
0.107,0.767,0.126,-0.0752,True
0,0.897,0.103,0.4588,True
0.158,0.735,0.108,-0.6018,True
0.045,0.955,0,-0.2732,True
0.091,0.909,0,-0.5106,True
0.255,0.725,0.02,-0.9578,True
0,1,0,0,True
0,0.822,0.178,0.7906,True
0.036,0.83,0.134,0.6808,True
0.089,0.851,0.06,-0.128,True
0,1,0,0,True
0.132,0.73,0.138,0.0813,True
0.138,0.692,0.17,0.34,True
0,1,0,0,True
0,0.863,0.137,0.6573,True
0,1,0,0,True
0.128,0.68,0.192,0.5994,True
0,0.858,0.142,0.8316,True
0,0.961,0.039,0.0772,True
0.26,0.74,0,-0.9413,True
0,0.756,0.244,0.8519,True
0,1,0,0,True
0,0.897,0.103,0.4588,True
0,0.846,0.154,0.7343,True
0.133,0.665,0.201,0.5859,True
0.088,0.86,0.053,-0.25,True
0,0.945,0.055,0.3535,True
0.158,0.842,0,-0.5106,True
0,0.831,0.169,0.7096,True
0.052,0.948,0,-0.4497,True
0.256,0.744,0,-0.926,True
0,0.862,0.138,0.8176,True
0,1,0,0,True
0.1,0.9,0,-0.6249,True
0,0.839,0.161,0.7717,True
0.057,0.871,0.072,0.2006,True
0.143,0.857,0,-0.6705,True
0.096,0.828,0.076,0.1027,True
0.172,0.737,0.091,-0.5789,True
0.081,0.811,0.108,0.4019,True
0,0.735,0.265,0.9042,True
0,1,0,0,True
0,0.933,0.067,0.4215,True
0.039,0.872,0.089,0.4019,True
0.096,0.83,0.074,-0.25,True
0,1,0,0,True
0,0.847,0.153,0.5574,True
0.142,0.774,0.084,-0.2263,True
0,0.916,0.084,0.5267,True
0,0.69,0.31,0.9405,True
0.147,0.805,0.048,-0.6705,True
0.104,0.76,0.136,0.3923,True
0.283,0.585,0.133,-0.8591,True
0.065,0.893,0.042,-0.3313,True
0.067,0.908,0.026,-0.5267,True
0.049,0.871,0.08,0.3182,True
0,0.903,0.097,0.5106,True
0.048,0.917,0.034,-0.1531,True
0,0.803,0.197,0.6597,True
0.088,0.836,0.076,-0.5767,True
0.031,0.797,0.172,0.7717,True
0.188,0.719,0.092,-0.4215,True
0,1,0,0,True
0,1,0,0,True
0,0.501,0.499,0.9632,True
0.111,0.889,0,-0.8481,True
0,0.851,0.149,0.7574,True
0.161,0.685,0.154,0.1779,True
0.049,0.841,0.11,0.9512,True
0,0.896,0.104,0.7096,True
0,0.973,0.027,0.0772,True
0,0.778,0.222,0.8779,True
0,1,0,0,True
0.07,0.723,0.207,0.9584,True
0.044,0.857,0.099,0.5994,True
0.065,0.858,0.077,0.2023,True
0.082,0.875,0.043,-0.25,True
0.077,0.923,0,-0.2732,True
0.043,0.894,0.063,0.5927,True
0,0.937,0.063,0.2732,True
0,0.854,0.146,0.7469,True
0.19,0.703,0.107,-0.7506,True
0.088,0.796,0.116,0.3291,True
0.075,0.855,0.07,-0.0772,True
0,0.926,0.074,0.25,True
0.111,0.84,0.05,-0.4939,True
0.037,0.69,0.273,0.891,True
0,1,0,0,True
0,0.733,0.267,0.9076,True
0,0.763,0.237,0.8399,True
0,1,0,0,True
0,0.913,0.087,0.2732,True
0.05,0.808,0.142,0.982,True
0,1,0,0,True
0,0.716,0.284,0.8832,True
0.056,0.505,0.439,0.9451,True
0.089,0.911,0,-0.4019,True
0.081,0.757,0.162,0.4767,True
0.16,0.758,0.082,-0.6309,True
0.053,0.841,0.106,0.296,True
0.091,0.909,0,-0.5994,True
0.068,0.701,0.231,0.8225,True
0,0.735,0.265,0.7351,True
0.067,0.814,0.12,0.5574,True
0.189,0.766,0.045,-0.9336,True
0.377,0.623,0,-0.9761,True
0,1,0,0,True
0.09,0.91,0,-0.4728,True
0.052,0.839,0.109,0.4678,True
0.07,0.796,0.135,0.5558,True
0,0.851,0.149,0.7003,True
0,0.965,0.035,0.296,True
0.122,0.878,0,-0.6732,True
0.202,0.747,0.051,-0.8519,True
0,1,0,0,True
0,0.812,0.188,0.7003,True
0.082,0.842,0.077,-0.0516,True
0,0.584,0.416,0.6908,True
0.098,0.826,0.076,-0.34,True
0,1,0,0,True
0.352,0.648,0,-0.9545,True
0.045,0.793,0.162,0.7964,True
0,0.751,0.249,0.8625,True
0.241,0.759,0,-0.9186,True
0,0.829,0.171,0.8519,True
0.062,0.844,0.094,0.4588,True
0.057,0.748,0.195,0.7184,True
0.215,0.751,0.034,-0.8959,True
0.09,0.807,0.103,0.2006,True
0.049,0.829,0.122,0.5346,True
0.06,0.94,0,-0.1901,True
0,0.73,0.27,0.8625,True
0.162,0.744,0.095,-0.3818,True
0.214,0.737,0.049,-0.8658,True
0.16,0.634,0.206,0.3818,True
0,0.807,0.193,0.9712,True
0,0.806,0.194,0.6914,True
0.048,0.87,0.082,0.128,True
0.218,0.782,0,-0.9378,True
0.111,0.566,0.323,0.9118,True
0.186,0.791,0.023,-0.8934,True
0.101,0.851,0.048,-0.4404,True
0,0.946,0.054,0.34,True
0.241,0.64,0.119,-0.7717,True
0.183,0.746,0.071,-0.8093,True
0,0.967,0.033,0.2195,True
0.042,0.84,0.118,0.6124,True
0.087,0.819,0.095,0.1606,True
0.067,0.881,0.052,-0.1531,True
0,1,0,0,True
0.021,0.694,0.284,0.9565,True
0,0.789,0.211,0.807,True
0.115,0.775,0.11,-0.0276,True
0,0.596,0.404,0.9168,True
0.052,0.787,0.161,0.644,True
0.171,0.829,0,-0.7351,True
0,0.951,0.049,0.2263,True
0.165,0.787,0.048,-0.6249,True
0,1,0,0,True
0.047,0.863,0.09,0.3182,True
0,0.764,0.236,0.9081,True
0.052,0.845,0.103,0.4215,True
0,0.969,0.031,0.0772,True
0,0.865,0.135,0.6662,True
0,0.915,0.085,0.4215,True
0.134,0.769,0.097,-0.466,True
0,0.847,0.153,0.5574,True
0.081,0.588,0.331,0.939,True
0.37,0.63,0,-0.8689,False
0.11,0.89,0,-0.4767,False
0,0.789,0.211,0.6808,False
0,1,0,0,False
0.1,0.724,0.176,0.4019,False
0.085,0.915,0,-0.0516,False
0,0.72,0.28,0.5423,False
0.267,0.733,0,-0.6124,False
0,0.816,0.184,0.2023,False
0,0,0,0,False
0,1,0,0,False
0,0.784,0.216,0.7003,False
0.244,0.756,0,-0.7774,False
0.329,0.671,0,-0.6597,False
0.174,0.826,0,-0.4588,False
0,0.701,0.299,0.7506,False
0.051,0.609,0.34,0.9212,False
0,1,0,0,False
0.211,0.789,0,-0.4588,False
0,0.803,0.197,0.7674,False
0.168,0.718,0.114,-0.3656,False
0.245,0.755,0,-0.5984,False
0.146,0.622,0.232,0.3657,False
0.241,0.759,0,-0.5859,False
0.231,0.769,0,-0.4019,False
0,0,0,0,False
0.296,0.704,0,-0.7096,False
0,1,0,0,False
0.302,0.698,0,-0.6822,False
0,0.735,0.265,0.4515,False
0,1,0,0,False
0,1,0,0,False
0.092,0.786,0.122,0.1779,False
0,0.73,0.27,0.8176,False
0,0.714,0.286,0.8225,False
0,0.826,0.174,0.6369,False
0.186,0.814,0,-0.5859,False
0,0.567,0.433,0.8555,False
0,1,0,0,False
0,1,0,0,False
0,0.825,0.175,0.1779,False
0,1,0,0,False
0,0,0,0,False
0.205,0.795,0,-0.4767,False
0.134,0.866,0,-0.1779,False
0.387,0.613,0,-0.6898,False
0,1,0,0,False
0.556,0.444,0,-0.93,False
0.257,0.743,0,-0.6369,False
0.345,0.655,0,-0.7003,False
0.046,0.753,0.201,0.7783,False
0,1,0,0,False
0.272,0.641,0.087,-0.7005,False
0,0.827,0.173,0.5859,False
0.302,0.504,0.194,-0.3612,False
0,0.811,0.189,0.2732,False
0,1,0,0,False
0,0.779,0.221,0.6597,False
0,1,0,0,False
0,0.636,0.364,0.9001,False
0.277,0.439,0.284,0.0516,False
0.403,0.597,0,-0.8677,False
0.261,0.543,0.196,-0.4215,False
0.397,0.603,0,-0.8807,False
0,0.826,0.174,0.6662,False
0.261,0.576,0.164,-0.6369,False
0,0.388,0.612,0.743,False
0,0.823,0.177,0.4215,False
0.278,0.722,0,-0.4019,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0,0.812,0.188,0.5267,False
0,1,0,0,False
0,0.869,0.131,0.6808,False
0.393,0.607,0,-0.8555,False
0,0.641,0.359,0.6808,False
0.11,0.733,0.157,0.224,False
0.151,0.849,0,-0.1531,False
0.139,0.742,0.12,-0.2023,False
0.407,0.593,0,-0.6705,False
0,1,0,0,False
0,1,0,0,False
0,1,0,0,False
0.289,0.493,0.217,-0.4939,False
0,0.739,0.261,0.5553,False
0,0.841,0.159,0.3818,False
0,1,0,0,False
0.172,0.622,0.206,0.2869,False
0,1,0,0,False
0.255,0.567,0.177,-0.2732,False
0.188,0.812,0,-0.5267,False
0,0.827,0.173,0.7096,False
0.175,0.825,0,-0.1779,False
0,1,0,0,False
0,0.649,0.351,0.7579,False
0.028,0.936,0.036,0.1759,True
0,0.812,0.188,0.8316,True
0.123,0.822,0.054,-0.5719,True
0,0.88,0.12,0.7845,True
0.189,0.811,0,-0.8402,True
0.204,0.796,0,-0.9001,True
0.094,0.84,0.066,-0.1027,True
0,0.734,0.266,0.7845,True
0.088,0.867,0.044,-0.4019,True
0.148,0.7,0.152,-0.2048,True
0.05,0.755,0.194,0.7824,True
0.054,0.946,0,-0.3182,True
0.05,0.853,0.097,0.3049,True
0.143,0.799,0.058,-0.5994,True
0,1,0,0,True
0.069,0.893,0.038,-0.2263,True
0.109,0.734,0.158,0.4215,True
0.168,0.802,0.03,-0.891,True
0.07,0.899,0.031,-0.2382,True
0,1,0,0,True
0.074,0.926,0,-0.631,True
0.095,0.721,0.184,0.5994,True
0.235,0.682,0.083,-0.8126,True
0,0.904,0.096,0.5859,True
0.056,0.732,0.211,0.7506,True
0.176,0.743,0.082,-0.5859,True
0.061,0.939,0,-0.4588,True
0.179,0.821,0,-0.8439,True
0.086,0.764,0.15,0.2732,True
0.239,0.761,0,-0.7096,True
0.09,0.791,0.119,0,True
0,0.573,0.427,0.9039,True
0,0.396,0.604,0.7263,True
0.152,0.848,0,-0.7003,True
0.127,0.805,0.068,-0.34,True
0.079,0.921,0,-0.5267,True
0.203,0.741,0.057,-0.6908,True
0.09,0.866,0.043,-0.4515,True
0,0.821,0.179,0.3382,True
0.213,0.787,0,-0.9186,True
0,0.902,0.098,0.3612,True
0.095,0.828,0.077,-0.0772,True
0.212,0.788,0,-0.8225,True
0,1,0,0,True
0,0.856,0.144,0.4939,True
0,1,0,0,True
0.152,0.848,0,-0.7783,True
0,0.813,0.187,0.8316,True
0,0.817,0.183,0.5859,True
0.227,0.71,0.063,-0.8519,True
0.035,0.881,0.084,0.5302,True
0.241,0.759,0,-0.9022,True
0,0.913,0.087,0.5719,True
0,0.826,0.174,0.7783,True
0.147,0.781,0.071,-0.5267,True
0,1,0,0,True
0.169,0.831,0,-0.7579,True
0.344,0.656,0,-0.6369,True
0.115,0.885,0,-0.296,True
0.196,0.804,0,-0.8668,True
0,1,0,0,True
0.136,0.864,0,-0.25,True
0.111,0.793,0.096,-0.1531,True
0.155,0.845,0,-0.8271,True
0.282,0.718,0,-0.946,True
0.239,0.761,0,-0.9001,True
0,1,0,0,True
0.133,0.72,0.147,0.128,True
0,0.838,0.162,0.4019,True
0,1,0,0,True
0.245,0.755,0,-0.5983,True
0.2,0.8,0,-0.7906,True
0.386,0.614,0,-0.9432,True
0,1,0,0,True
0,0.895,0.105,0.5356,True
0.135,0.865,0,-0.7269,True
0.12,0.742,0.139,-0.0114,True
0.15,0.818,0.032,-0.9513,True
0.075,0.816,0.109,0.1531,True
0.305,0.695,0,-0.9545,True
0.377,0.579,0.044,-0.9563,True
0.249,0.695,0.056,-0.8402,True
0.383,0.568,0.049,-0.9477,True
0.164,0.659,0.178,0.4019,True
0,0.925,0.075,0.5499,True
0.276,0.724,0,-0.8934,True
0.109,0.725,0.166,0.2263,True
0,0.891,0.109,0.4019,True
0.203,0.797,0,-0.7845,True
0.118,0.637,0.245,0.8309,True
0,1,0,0,True
0.181,0.773,0.046,-0.9118,True
0.032,0.847,0.121,0.6597,True
0.186,0.706,0.108,-0.6072,True
0,0.642,0.358,0.891,True
0.02,0.903,0.077,0.7691,True
0,0.585,0.415,0.75,True
0,1,0,0,True
0.099,0.769,0.132,0.3382,True
0.16,0.731,0.109,0.09,True
0.284,0.604,0.113,-0.8176,True
0.242,0.714,0.044,-0.886,True
0,0.912,0.088,0.5777,True
0.141,0.81,0.05,-0.5426,True
0.214,0.718,0.068,-0.9853,True
0.333,0.561,0.107,-0.9022,True
0.095,0.761,0.144,0.2244,True
0,0.961,0.039,0.5267,True
0,0.858,0.142,0.6072,True
0,0.798,0.202,0.8979,True
0.205,0.699,0.095,-0.7506,True
0.229,0.568,0.203,-0.3182,True
0.184,0.784,0.032,-0.765,True
0.274,0.69,0.037,-0.8834,True
0,0.811,0.189,0.8765,True
0,0.647,0.353,0.7177,True
0.276,0.724,0,-0.9382,True
0.225,0.711,0.063,-0.8481,True
0.133,0.663,0.204,0.5859,True
0.036,0.964,0,-0.4019,True
0.052,0.803,0.145,0.6486,True
0.123,0.864,0.014,-0.937,True
0.15,0.764,0.087,-0.4696,True
0.318,0.682,0,-0.946,True
0.036,0.904,0.06,0.34,True
0.136,0.71,0.154,-0.0258,True
0.092,0.859,0.048,-0.4019,True
0.165,0.766,0.069,-0.4588,True
0,0.39,0.61,0.8553,True
0,0.625,0.375,0.7351,True
0,0.721,0.279,0.7644,True
0.064,0.773,0.164,0.4939,True
0,0.844,0.156,0.8126,True
0,1,0,0,True
0,0.862,0.138,0.4939,True
0,0.825,0.175,0.705,True
0,0.777,0.223,0.8979,True
0,1,0,0,True
0,1,0,0,True
0,0.836,0.164,0.5994,True
0,1,0,0,True
0.073,0.893,0.034,-0.3156,True
0.162,0.69,0.148,-0.2023,True
0.139,0.793,0.068,-0.3117,True
0.027,0.728,0.245,0.946,True
0.157,0.734,0.109,-0.2263,True
0,0.936,0.064,0.34,True
0.305,0.695,0,-0.9501,True
0,1,0,0,True
0,0.897,0.103,0.8625,True
0,1,0,0,True
0,0.98,0.02,0.2732,True
0,1,0,0,True
0.187,0.813,0,-0.7351,True
0.065,0.828,0.107,0.1027,True
0,0.914,0.086,0.4767,True
0.047,0.795,0.158,0.8807,True
0.114,0.723,0.163,0.2023,True
0,0.969,0.031,0.1154,True
0.057,0.83,0.113,0.4215,True
0,0.844,0.156,0.5719,True
0,0.8,0.2,0.4588,True
0.16,0.84,0,-0.4215,True
0,1,0,0,True
0,0.973,0.027,0.1027,True
0.042,0.883,0.076,0.5267,True
0,0.759,0.241,0.807,True
0,1,0,0,True
0,0.95,0.05,0.2732,True
0.023,0.924,0.053,0.5267,True
0.017,0.841,0.141,0.9262,True
0,0.967,0.033,0.2732,True
0,1,0,0,True
0.143,0.8,0.056,-0.7717,True
0.387,0.613,0,-0.9618,True
0.099,0.734,0.168,0.5106,True
0.094,0.835,0.071,-0.25,True
0,0.87,0.13,0.8885,True
0.039,0.732,0.228,0.9081,True
0.116,0.884,0,-0.5584,True
0.128,0.872,0,-0.296,True
0.172,0.828,0,-0.4019,True
0.27,0.705,0.026,-0.9398,True
0.155,0.807,0.037,-0.946,True
0.272,0.664,0.064,-0.8074,True
0.097,0.794,0.109,0.2263,True
0.136,0.745,0.119,-0.2263,True
0.104,0.896,0,-0.768,True
0.085,0.848,0.067,-0.2023,True
0.071,0.89,0.039,-0.6486,True
0.185,0.657,0.157,-0.6023,True
0.138,0.472,0.39,0.7901,True
0.393,0.566,0.041,-0.9764,True
0,1,0,0,True
0.079,0.921,0,-0.5213,True
0.065,0.759,0.176,0.8503,True
0,1,0,0,True
0.106,0.894,0,-0.2263,True
0.096,0.803,0.1,0.0258,True
0.065,0.935,0,-0.1505,True
0,0.821,0.179,0.5411,True
0,0.837,0.163,0.4019,True
0,0.725,0.275,0.9372,True
0.211,0.789,0,-0.9231,True
0.049,0.951,0,-0.2732,True
0.066,0.694,0.24,0.9231,True
0.047,0.91,0.043,0.1531,True
0.045,0.857,0.098,0.6677,True
0.188,0.709,0.103,-0.5423,True
0.157,0.843,0,-0.8126,True
0.054,0.831,0.115,0.2732,True
0,0.866,0.134,0.9485,True
0,0.868,0.132,0.7269,True
0,0.827,0.173,0.7717,True
0.258,0.69,0.051,-0.8591,True
0,0.98,0.02,0.0387,True
0,1,0,0,True
0.135,0.76,0.105,-0.25,True
0.236,0.688,0.075,-0.7391,True
0.145,0.741,0.114,0,True
0.065,0.863,0.072,0.0754,True
0.048,0.734,0.218,0.8126,True
0.195,0.805,0,-0.8402,True
0.267,0.644,0.089,-0.7003,True
0.065,0.517,0.418,0.9468,True
0.038,0.903,0.059,0.2263,True
0.118,0.853,0.03,-0.5859,True
0.27,0.73,0,-0.9536,True
0.103,0.81,0.087,-0.1783,True
0.062,0.828,0.11,0.2732,True
0.21,0.763,0.028,-0.8225,True
0.312,0.688,0,-0.946,True
0.124,0.876,0,-0.8399,True
0.196,0.804,0,-0.9506,True
0.066,0.789,0.145,0.4019,True
0.069,0.931,0,-0.3353,True
0.112,0.888,0,-0.4201,True
0.12,0.806,0.074,-0.25,True
0,0.507,0.493,0.9382,True
0,0.71,0.29,0.8402,True
0,0.578,0.422,0.9081,True
0.326,0.674,0,-0.5255,True
0.173,0.827,0,-0.3182,True
0,0.544,0.456,0.7717,True
0.33,0.67,0,-0.6588,True
0,0.451,0.549,0.8074,True
0,0.742,0.258,0.7644,True
0.216,0.784,0,-0.6597,True
0,0.945,0.055,0.1779,True
0.037,0.744,0.219,0.9186,True
0.036,0.87,0.094,0.3353,True
0.167,0.833,0,-0.7783,True
0.216,0.716,0.068,-0.743,True
0,0.958,0.042,0.2023,True
0.16,0.756,0.084,-0.4019,True
0,0.746,0.254,0.6239,True
0,0.818,0.182,0.4404,True
0.276,0.472,0.252,-0.1531,True
0,1,0,0,True
0,0.883,0.117,0.5106,True
0,0.866,0.134,0.4199,True
0,1,0,0,True
0,1,0,0,True
0.062,0.893,0.045,-0.2732,True
0.135,0.865,0,-0.8176,True
0,0.912,0.088,0.5106,True
0.104,0.896,0,-0.5106,True
0.178,0.713,0.109,-0.5719,True
0.167,0.833,0,-0.802,True
0,1,0,0,True
0.38,0.593,0.027,-0.9871,True
0.137,0.863,0,-0.8126,True
0.193,0.807,0,-0.755,True
0.067,0.713,0.221,0.6705,True
0,1,0,0,True
0.078,0.835,0.087,-0.128,True
0.106,0.861,0.033,-0.5574,True
0.143,0.731,0.126,-0.1531,True
