@relation reaction_vector

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute class {True,False}

@data
31,30,0,0,0,0,False
9,8,0,0,0,0,False
2,0,0,0,0,0,False
10,4,0,0,0,0,False
64,56,0,0,1,1,False
28,32,0,0,0,0,False
16,15,0,1,0,0,False
12,11,0,0,0,0,False
194,258,0,0,2,1,False
29,45,0,0,0,0,False
0,4,0,0,0,0,False
5,8,0,0,0,0,False
751,1188,2,1,11,5,False
278,176,0,0,6,0,False
150,115,0,0,2,0,False
17,10,0,0,0,0,False
