@relation post_all_vectors

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute nouns numeric
@attribute pronouns numeric
@attribute verbs numeric
@attribute numbers numeric
@attribute adjectives numeric
@attribute conjunctions numeric
@attribute adverbs numeric
@attribute person numeric
@attribute date numeric
@attribute org numeric
@attribute money numeric
@attribute gpe numeric
@attribute norp numeric
@attribute event numeric
@attribute words numeric
@attribute chars numeric
@attribute u_words numeric
@attribute u_chars numeric
@attribute sentences numeric
@attribute avg_word_length numeric
@attribute avg_sent_length numeric
@attribute class {True,False}

@data
280,1,0,0,68,2,0,0.732,0.268,0.8934,96,25,355,0,2,6,8,4,0,2,0,1,0,0,0,0,0,0,0,43,185,1,22,3,4,14,True
125,0,0,62,5,3,0.155,0.802,0.044,-0.7845,25,65,228,0,2,13,5,10,0,5,0,0,1,0,0,0,0,0,0,70,313,3,22,3,4,23,True
90,1,0,0,2,1,0,0.741,0.259,0.9231,9,37,94,0,2,13,5,4,2,2,0,0,0,0,2,0,0,0,0,51,223,1,17,3,4,17,True
92,38,5,1,1,5,0,0.916,0.084,0.5661,16,74,142,0,2,11,13,6,2,3,0,1,1,0,0,0,2,0,0,62,269,1,27,3,4,21,True
269,1,0,123,1,59,0.121,0.879,0,-0.7096,26,100,481,0,2,10,9,7,3,6,0,0,1,3,2,0,1,4,0,63,289,1,26,3,5,21,True
5,0,0,0,0,0,0.073,0.833,0.093,0.1531,0,3,5,0,2,2,7,3,3,2,0,0,0,0,0,0,0,3,0,33,150,1,20,3,5,11,True
5,0,0,0,0,1,0.245,0.634,0.121,-0.8402,0,1,6,0,2,12,12,6,0,4,0,2,0,0,2,0,0,2,0,64,233,1,29,6,4,11,True
558,31,72,2,135,6,0,0.917,0.083,0.4215,63,213,806,0,2,10,8,4,2,3,0,1,1,1,1,0,0,0,0,50,253,1,20,2,5,25,True
307,1,0,0,18,1,0,0.795,0.205,0.734,79,14,328,0,2,4,1,3,2,3,0,2,0,0,0,0,0,0,0,31,116,1,19,4,4,8,True
569,29,11,0,190,3,0.182,0.712,0.105,-0.6597,67,287,804,0,2,11,14,4,2,3,0,3,3,1,2,1,0,0,0,64,262,5,30,2,4,32,True
30,1,63,7,0,13,0.143,0.857,0,-0.8402,19,37,115,0,3,9,17,4,0,1,0,0,1,0,4,0,3,0,0,54,283,4,34,2,5,27,True
559,0,1,1,3,1,0,0.957,0.043,0.6868,5,74,570,0,3,23,4,11,4,8,0,5,0,5,0,0,1,0,0,125,458,4,29,5,4,25,True
51,5,4,15,1,1,0.076,0.924,0,-0.7783,8,29,80,0,4,12,41,6,0,6,0,0,4,1,6,0,0,0,0,108,474,1,38,7,4,15,True
147,1,0,1,9,1,0.048,0.915,0.037,-0.128,8,40,162,0,3,6,9,6,0,2,0,3,2,0,1,0,0,0,0,57,240,1,28,3,4,19,True
201,0,0,0,0,0,0,0.933,0.067,0.0772,6,200,201,0,2,7,6,2,1,0,0,0,0,1,0,0,0,0,0,31,131,1,18,4,4,8,True
2,0,0,0,0,0,0.116,0.755,0.129,-0.128,0,1,2,0,2,6,9,4,0,1,0,0,3,0,0,0,0,0,0,43,176,1,20,2,4,22,True
11,0,0,0,0,0,0,1,0,0,0,6,11,0,2,5,2,3,0,4,0,1,0,1,0,0,0,0,0,38,155,1,14,3,4,13,True
151,51,24,0,24,6,0.231,0.769,0,-0.872,12,45,256,0,2,6,13,8,0,0,0,0,0,0,2,0,2,0,0,42,206,2,28,3,5,14,True
78,0,4,160,2,1,0.215,0.785,0,-0.8625,28,142,308,1,3,13,6,4,2,0,0,2,0,1,1,0,2,0,0,45,223,0,8,3,5,15,True
73,0,0,16,2,29,0,0.916,0.084,0.5267,26,10,123,0,2,10,12,6,0,2,0,0,2,1,0,0,2,0,0,56,259,1,25,2,5,28,True
54,0,0,4,2,10,0.055,0.912,0.033,-0.0772,4,29,70,0,3,7,14,6,4,6,0,1,0,1,0,0,3,3,0,68,296,1,35,4,4,17,True
51,1,1,1,0,7,0,0.926,0.074,0.3818,17,21,61,1,3,10,2,6,2,4,0,0,1,0,0,0,0,1,0,57,235,0,9,4,4,14,True
58,0,28,2,0,15,0.244,0.756,0,-0.9382,12,67,104,0,2,10,11,8,1,1,0,0,1,3,2,0,0,0,0,60,260,2,23,3,4,20,True
2282,34,30,574,43,9,0.272,0.544,0.184,-0.6908,190,521,3037,1,4,6,5,6,1,6,0,0,1,0,1,0,0,1,0,51,228,1,11,2,4,26,True
30,1,16,2,1,12,0.199,0.657,0.144,-0.5574,7,23,62,0,2,13,10,7,1,1,0,0,1,1,1,0,1,0,0,55,273,2,24,3,5,18,True
194,4,0,19,3,21,0.142,0.792,0.066,-0.4404,46,69,245,0,2,7,6,4,0,2,0,3,0,0,1,0,0,0,0,38,207,1,20,3,5,13,True
479,15,4,3,42,1,0.081,0.835,0.084,0.0258,24,142,548,1,4,8,3,2,0,4,0,2,0,0,0,0,1,0,0,45,216,1,10,2,5,23,True
757,6,0,3,20,3,0.058,0.889,0.054,-0.0489,17,32,794,0,2,8,10,2,3,5,0,2,3,2,3,0,0,0,0,50,232,3,27,4,5,13,True
1360,5,3,1,239,6,0.184,0.816,0,-0.6486,38,140,1643,0,2,3,14,1,0,2,0,0,3,1,1,0,0,0,0,34,155,1,25,2,5,17,True
91,51,3,5,5,2,0.061,0.939,0,-0.5204,19,250,158,0,2,10,9,8,1,4,0,1,0,1,1,0,0,0,0,69,261,2,25,6,4,12,True
283,149,4,9,7,13,0,1,0,0,90,414,466,1,3,2,6,5,1,2,0,2,1,2,0,0,1,0,0,32,162,0,8,3,5,11,True
6,2,0,0,0,0,0,1,0,0,1,1,8,0,2,2,3,1,0,2,0,1,0,0,0,0,1,0,0,18,73,1,17,2,4,9,True
10,0,0,0,2,2,0,0.886,0.114,0.5994,0,0,14,0,2,6,10,6,1,2,0,0,0,1,1,0,1,0,0,47,181,2,21,3,4,16,True
5,0,0,0,0,0,0.262,0.738,0,-0.9081,0,0,5,0,2,6,14,2,0,0,0,2,2,0,1,0,2,0,0,43,196,3,31,3,5,14,True
370,5,1,1,72,2,0.061,0.854,0.085,0.296,23,37,455,0,2,10,11,4,1,2,0,1,3,1,0,0,0,0,0,57,229,1,26,3,4,19,True
94,3,1,1,13,1,0,1,0,0,8,47,115,0,3,11,14,5,3,3,0,2,3,1,3,0,0,0,1,72,281,3,40,3,4,24,True
57,0,0,0,5,0,0,0.724,0.276,0.8555,8,16,62,0,2,3,9,1,0,3,0,1,0,1,3,0,0,0,0,31,140,3,27,2,5,16,True
34,2,18,1,2,3,0.139,0.818,0.043,-0.7351,11,33,60,0,2,9,13,5,1,4,0,0,0,0,2,0,2,0,0,58,275,3,29,3,5,19,True
4850,530,599,1850,327,155,0.245,0.694,0.062,-0.8591,841,1700,8373,0,2,9,6,6,0,4,0,2,0,1,2,0,0,0,1,44,226,0,11,3,5,15,True
314,3,4,180,5,59,0.199,0.523,0.278,0.4404,18,30,599,0,2,5,8,5,0,1,0,0,2,0,0,0,0,0,0,43,164,1,26,6,4,7,True
423,4,0,0,57,2,0,1,0,0,31,92,498,0,3,11,6,6,2,3,0,2,2,0,2,0,0,0,0,68,274,3,30,5,4,14,True
31,0,0,0,4,0,0.054,0.946,0,-0.2235,9,1,36,0,2,7,5,4,1,1,0,0,2,1,0,0,0,0,0,43,161,1,18,2,4,22,True
3,0,0,0,0,1,0,1,0,0,0,1,4,0,2,3,16,5,2,3,0,0,2,1,0,0,0,0,0,55,226,1,29,3,4,18,True
58,9,0,2,0,1,0.098,0.844,0.058,-0.5106,13,43,72,0,2,8,16,10,0,3,0,1,0,2,4,0,4,0,0,57,282,2,32,2,5,29,True
613,3,0,0,42,0,0,0.833,0.167,0.4588,82,56,660,1,3,5,1,2,0,6,0,1,0,0,0,0,0,1,0,26,146,0,5,2,6,13,True
148,5,0,0,4,1,0.174,0.826,0,-0.836,9,29,159,0,2,12,12,5,0,2,0,0,2,0,2,0,2,0,0,65,296,2,33,4,5,16,True
42,91,17,1,3,1,0.088,0.912,0,-0.5499,12,137,155,0,2,9,7,6,1,4,0,1,1,1,1,0,1,0,0,54,229,1,28,3,4,18,True
31,0,0,0,0,4,0.261,0.689,0.049,-0.875,6,10,35,0,3,11,8,3,1,4,0,0,3,0,0,0,2,0,0,53,279,1,25,3,5,18,True
191,154,25,1,12,3,0,0.929,0.071,0.1531,44,314,387,1,3,2,9,4,1,0,0,0,2,1,1,0,1,1,0,25,138,0,12,2,6,13,True
286,22,0,1,10,2,0,0.776,0.224,0.8316,41,62,321,0,2,5,5,2,3,4,0,1,1,0,1,3,0,0,0,43,172,2,27,5,4,9,True
32,9,13,1,0,1,0.049,0.951,0,-0.4588,7,32,56,0,3,5,16,8,0,2,0,2,3,0,3,0,0,0,0,69,292,4,36,2,4,35,True
116,19,1,0,3,2,0.024,0.937,0.039,0.2144,7,83,141,0,3,13,11,6,0,4,0,3,2,0,1,0,0,0,0,66,311,4,34,3,5,22,True
52,9,28,76,1,0,0.217,0.783,0,-0.8658,20,178,173,0,2,9,8,5,0,4,0,1,0,0,1,0,2,0,1,45,210,1,26,3,5,15,True
107,2,0,2,7,2,0.053,0.821,0.126,0.25,23,25,121,0,2,4,11,10,0,2,0,2,0,0,1,0,3,0,0,52,208,1,29,2,4,26,True
100,0,0,0,5,0,0.071,0.861,0.067,-0.0516,22,12,106,1,3,12,1,6,0,3,0,0,0,2,1,0,1,0,0,46,220,1,4,3,5,15,True
61,1,0,0,1,0,0,0.605,0.395,0.9432,10,17,67,0,2,4,9,4,2,1,0,0,0,1,1,0,0,0,0,35,140,1,20,2,4,18,True
101,1,1,0,0,16,0,0.909,0.091,0.4215,14,36,119,0,2,5,11,2,5,1,0,1,0,0,0,0,3,0,0,43,154,5,23,3,4,14,True
14,0,0,0,0,0,0.086,0.873,0.041,-0.4588,0,3,14,0,2,14,5,5,1,2,0,1,0,0,1,0,0,0,0,65,244,1,18,4,4,16,True
11,0,0,0,0,0,0,1,0,0,0,2,11,0,2,1,10,1,0,2,0,1,3,0,0,0,1,0,0,29,98,1,20,2,3,15,True
68,17,0,0,9,0,0,0.913,0.087,0.4215,14,41,96,0,2,8,6,7,0,5,0,1,0,0,0,0,2,0,0,55,247,4,21,2,4,28,True
57,26,67,11,6,1,0.074,0.846,0.08,0.0772,10,188,168,0,2,7,6,4,2,4,0,3,2,3,1,0,0,1,0,51,237,1,24,4,5,13,True
516,27,298,389,4,23,0.132,0.814,0.054,-0.7003,92,580,1264,0,2,10,11,7,0,5,0,1,2,1,2,0,0,1,0,69,276,1,28,3,4,23,True
57,0,0,0,2,0,0,0.862,0.138,0.7501,10,19,59,0,2,10,15,7,0,4,0,0,0,0,2,0,0,0,0,56,282,1,24,2,5,28,True
111,8,1,3,12,7,0.083,0.917,0,-0.3612,14,30,143,0,2,11,13,5,2,3,0,0,0,1,3,0,2,0,0,59,273,1,26,3,5,20,True
27,7,0,0,0,1,0.07,0.881,0.048,-0.0685,0,3,35,0,2,12,6,9,0,3,0,1,0,0,1,0,0,0,0,63,282,1,23,4,4,16,True
7,0,0,0,1,4,0,1,0,0,0,1,12,0,2,10,6,7,0,2,0,3,0,0,0,0,0,0,0,54,205,1,19,2,4,27,True
27,8,0,0,8,0,0.169,0.637,0.194,-0.0258,1,2,43,0,2,4,9,2,1,3,0,0,1,1,0,0,0,1,0,36,132,1,21,3,4,12,True
265,39,0,1,46,3,0.231,0.769,0,-0.9287,11,103,354,0,2,11,11,5,0,6,0,1,4,1,0,0,1,0,0,65,282,1,25,4,4,16,True
54,2,1,4,0,5,0.148,0.832,0.02,-0.8908,11,13,66,0,3,18,14,6,0,7,0,3,1,1,1,0,3,0,0,95,413,1,26,3,4,32,True
958,3,0,0,107,1,0.097,0.743,0.16,0.4091,32,174,1079,0,2,12,4,4,2,1,0,2,1,1,0,0,0,0,0,52,205,1,21,3,4,17,True
76,8,1,0,9,2,0.129,0.837,0.034,-0.6369,8,54,96,0,2,9,9,4,2,3,0,1,1,1,0,0,3,1,0,46,229,1,24,2,5,23,True
52,14,0,0,1,1,0,1,0,0,8,60,70,0,2,4,10,4,1,1,0,2,0,1,1,0,0,0,0,44,182,1,24,2,4,22,True
1,0,1,0,0,2,0,0.907,0.093,0.6059,0,0,4,0,2,10,6,4,2,4,0,3,0,0,0,0,0,2,0,57,223,2,25,4,4,14,True
9,2,0,0,1,2,0,1,0,0,3,0,14,0,2,3,8,2,0,0,0,0,1,0,0,0,0,0,0,23,111,1,17,2,5,12,True
13,0,0,0,1,0,0.068,0.799,0.133,0.7227,1,3,14,0,2,8,19,9,1,4,0,0,8,0,1,0,0,0,0,75,318,1,29,4,4,19,True
33,0,0,1,1,3,0.088,0.876,0.036,-0.4767,5,28,38,0,2,3,13,4,2,3,0,0,3,3,1,0,0,1,0,46,214,3,25,3,5,15,True
126,16,0,0,9,3,0.18,0.82,0,-0.8481,36,46,155,0,2,9,10,7,4,1,0,0,1,0,1,2,1,0,0,51,224,4,26,3,4,17,True
808,1,0,0,58,3,0,0.688,0.312,0.8748,178,86,873,1,3,5,1,2,0,4,0,2,1,0,1,0,0,1,0,35,147,1,7,3,4,12,True
220,54,1,0,33,3,0,0.88,0.12,0.7184,21,198,313,0,2,8,11,5,0,1,0,0,2,2,1,0,3,0,0,55,234,2,29,3,4,18,True
187,0,0,0,4,0,0.167,0.797,0.036,-0.6249,4,21,191,0,2,11,5,3,1,2,0,0,1,0,0,0,0,0,0,47,184,1,19,3,4,16,True
2,2,0,0,0,2,0.224,0.727,0.048,-0.8658,1,3,6,0,2,7,7,5,1,4,0,1,1,1,0,0,0,0,0,45,211,1,20,2,5,23,True
12,0,6,0,0,1,0.203,0.719,0.078,-0.8481,8,1,19,0,2,11,11,6,0,3,0,0,3,0,1,0,0,0,0,58,247,1,31,2,4,29,True
6,3,0,0,0,0,0,0.85,0.15,0.7783,0,3,9,0,2,7,7,6,0,4,0,1,0,0,1,0,0,0,0,63,251,1,23,2,4,32,True
23,9,0,0,0,3,0.298,0.702,0,-0.7667,8,3,35,0,2,3,8,1,0,2,0,0,0,0,1,0,0,0,0,26,126,2,23,2,5,13,True
15,9,0,0,1,7,0,0.903,0.097,0.4215,3,1,32,0,2,6,7,3,0,2,0,0,0,0,2,0,0,0,0,36,143,1,18,2,4,18,True
268,65,14,12,45,5,0.119,0.738,0.143,0.0516,21,216,418,0,2,11,11,5,0,1,0,0,2,0,1,0,2,1,0,48,235,4,28,3,5,16,True
135,0,1,1,3,2,0.074,0.809,0.117,0.3818,6,25,142,0,2,9,15,10,0,1,0,0,2,0,1,0,2,0,0,61,281,1,28,3,5,20,True
77,0,1,148,1,38,0.262,0.738,0,-0.9398,51,35,273,0,2,9,12,4,2,4,0,2,1,2,2,0,0,1,0,61,269,1,26,4,4,15,True
173,13,24,526,5,235,0.202,0.737,0.06,-0.8176,29,171,991,0,2,9,7,7,2,0,0,0,0,0,1,0,1,0,0,48,235,1,20,2,5,24,True
6,0,0,2,2,1,0.307,0.613,0.08,-0.8126,0,0,11,0,2,3,8,2,2,3,0,0,2,1,0,0,1,0,0,33,115,1,21,2,3,17,True
6,11,0,0,0,0,0,1,0,0,0,12,17,0,2,2,9,2,2,1,0,1,0,1,2,0,0,0,0,32,116,1,22,2,4,16,True
39,1,47,16,2,2,0.19,0.778,0.032,-0.875,17,44,107,0,2,14,9,3,0,6,0,2,1,2,0,0,3,1,0,69,269,2,25,4,4,17,True
491,144,24,109,22,15,0.05,0.95,0,-0.3818,84,320,816,0,2,9,16,5,1,2,0,1,3,0,4,0,1,1,0,60,289,5,46,3,5,20,True
3524,1768,600,53,777,19,0.048,0.952,0,-0.1655,68,2500,6800,0,2,6,11,2,0,1,0,0,2,1,2,0,0,1,0,39,189,3,29,3,5,13,True
514,739,307,19,15,183,0.113,0.801,0.086,-0.3147,100,1500,1782,0,3,29,7,28,2,14,0,14,0,0,1,0,1,0,0,232,863,7,36,12,4,19,True
206,3,0,0,7,4,0,0.778,0.222,0.7506,53,82,222,0,2,5,2,5,0,3,0,2,0,0,0,0,0,0,0,34,142,1,17,3,4,11,True
158,1,0,0,4,0,0,1,0,0,5,319,164,0,2,3,3,1,2,1,0,0,0,1,1,0,1,0,0,19,64,2,14,2,3,10,True
321,5,1,0,8,2,0.071,0.822,0.107,0.4964,16,56,358,0,3,22,4,19,1,7,0,6,0,0,1,0,0,0,0,140,466,10,33,15,3,9,True
0,7,0,0,0,1,0,0.903,0.097,0.4019,0,3,8,0,2,2,8,4,0,0,0,1,0,0,0,0,0,0,0,37,138,2,24,2,4,19,True
12,1,0,0,0,0,0.086,0.864,0.049,-0.2263,1,1,14,0,2,7,10,7,1,4,0,0,2,1,0,0,0,0,0,54,210,1,22,2,4,27,True
4,2,1,0,0,0,0,1,0,0,0,0,7,0,2,7,7,2,0,2,0,1,0,0,1,0,0,0,0,36,152,1,22,2,4,18,True
174,1,0,0,7,16,0,0.849,0.151,0.7906,16,6,199,0,2,9,8,5,3,2,0,2,0,2,1,0,0,0,0,60,240,1,19,4,4,15,True
13,0,0,0,1,0,0,1,0,0,0,0,14,0,2,9,6,3,2,6,0,5,0,1,1,0,0,0,0,64,250,1,23,3,4,21,True
1452,7,16,333,14,132,0,1,0,0,167,181,1974,0,2,10,11,3,2,3,0,3,0,0,1,0,2,0,0,62,246,1,28,4,4,16,True
142,1,0,0,6,0,0,0.829,0.171,0.6322,20,88,149,0,2,4,6,1,1,2,0,1,0,0,0,0,0,0,0,36,154,1,20,5,4,7,True
1372,245,5,3,78,23,0,0.929,0.071,0.4588,193,708,1730,0,2,10,3,2,2,2,0,3,0,0,2,2,0,0,0,53,223,1,20,4,4,13,True
209,6,2,0,5,0,0,0.75,0.25,0.9396,22,122,222,0,2,6,1,8,0,3,0,9,0,0,0,0,0,0,0,63,240,1,26,5,4,13,True
504,7,14,147,20,21,0.079,0.796,0.126,0.8507,34,834,979,0,4,45,4,34,6,13,0,15,0,3,0,0,0,0,0,265,1032,8,40,12,4,22,True
311,1,0,1,43,3,0.02,0.854,0.126,0.743,15,58,362,0,2,8,9,8,0,4,0,3,4,2,1,0,0,0,0,70,243,3,26,4,3,18,True
65,6,0,0,8,0,0,0.659,0.341,0.897,19,32,79,0,2,4,2,4,3,0,0,0,0,1,0,0,0,0,0,31,110,1,19,3,4,10,True
3,1,0,0,0,0,0.215,0.656,0.129,-0.743,1,0,4,0,2,10,6,6,0,1,0,3,0,0,0,0,0,1,0,48,204,1,18,3,4,16,True
119,3,0,0,4,0,0.137,0.632,0.231,0.1759,0,11,129,0,2,3,11,4,0,1,0,0,1,0,2,0,1,0,1,33,129,1,19,3,4,11,True
7,5,0,0,0,0,0.143,0.857,0,-0.802,0,2,12,0,2,12,5,5,0,3,0,1,0,0,2,0,0,0,0,54,220,1,18,3,4,18,True
4,2,0,0,0,0,0,0.926,0.074,0.34,1,0,7,0,2,3,9,4,3,2,0,0,0,1,1,1,1,0,0,36,154,1,21,2,4,18,True
6,0,5,2,0,0,0.298,0.547,0.154,-0.6991,0,2,14,0,2,4,10,0,0,1,0,2,2,0,0,0,0,0,0,31,126,1,23,2,4,16,True
3,0,0,0,0,0,0.046,0.815,0.139,0.5719,0,0,3,0,2,12,4,8,1,1,0,1,0,0,3,0,0,0,0,54,236,1,17,3,4,18,True
5,5,0,0,0,0,0.219,0.651,0.13,-0.3612,2,0,10,0,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,19,68,1,17,2,4,10,True
4,0,0,2,0,0,0.224,0.701,0.075,-0.866,0,2,6,0,2,12,5,4,0,5,0,2,0,0,0,0,0,0,0,56,246,1,17,3,4,19,True
16,0,0,0,0,0,0.189,0.738,0.074,-0.4939,2,0,16,0,2,9,2,4,0,3,0,0,0,0,1,0,1,0,0,38,156,1,15,4,4,10,True
17,0,3,14,0,4,0,0.915,0.085,0.4404,3,0,39,0,2,6,10,5,1,3,0,1,0,2,0,0,5,0,0,54,221,1,24,3,4,18,True
214,1,0,0,6,0,0.05,0.78,0.17,0.6369,0,12,221,0,2,9,5,3,1,4,0,3,0,2,1,0,0,1,0,50,199,1,20,3,4,17,True
426,1,0,0,5,4,0.081,0.878,0.041,-0.4939,2,9,438,0,2,7,20,6,0,2,0,1,2,0,0,0,0,0,0,73,271,4,37,2,4,37,True
12,2,0,0,0,1,0.055,0.829,0.115,0.3818,1,15,17,0,2,9,5,6,1,5,0,1,0,1,1,0,1,1,0,45,212,2,18,2,5,23,True
13,0,1,1,1,3,0.173,0.781,0.046,-0.6908,0,9,20,0,2,9,12,4,0,2,0,0,0,0,0,0,2,0,0,46,238,1,19,2,5,23,True
37,0,9,0,0,1,0.141,0.788,0.071,-0.3818,7,56,48,0,2,4,8,5,0,3,0,1,0,0,0,0,0,0,0,37,192,2,30,2,5,19,True
27,27,1,1,0,0,0,1,0,0,20,21,56,0,2,5,11,1,2,2,0,0,1,1,0,0,1,0,0,31,180,1,27,2,6,16,True
22,11,17,1,1,1,0,1,0,0,3,11,53,0,2,9,13,6,0,5,0,2,0,1,5,0,0,0,0,60,250,4,39,4,4,15,True
35,18,1,1,1,2,0.059,0.941,0,-0.4019,12,18,58,0,2,5,13,3,0,5,0,3,2,0,1,0,0,0,0,50,242,2,29,3,5,17,True
101,1,2,0,2,0,0.064,0.824,0.113,0.2732,47,70,108,0,3,8,8,5,0,4,0,0,0,0,0,0,0,0,0,46,240,1,25,3,5,15,True
6,1,0,0,0,1,0.185,0.815,0,-0.8714,1,22,8,0,2,8,18,5,0,7,0,1,4,0,3,0,0,1,0,68,290,3,35,3,4,23,True
2,2,0,0,0,0,0.094,0.906,0,-0.7906,0,24,4,0,2,14,39,5,0,2,0,0,2,0,2,0,2,1,0,90,375,2,44,7,4,13,True
32,9,0,0,0,0,0.114,0.817,0.069,-0.1921,4,47,41,0,2,4,11,5,2,2,0,3,2,0,1,0,1,0,0,45,192,1,25,2,4,23,True
16,0,0,0,0,0,0,0.952,0.048,0.128,1,3,16,0,2,7,14,3,0,1,0,0,0,0,3,0,0,0,0,39,203,3,26,3,5,13,True
326,1,0,0,3,2,0,0.706,0.294,0.9169,4,6,334,0,2,10,12,1,0,1,0,0,4,0,1,0,0,0,0,45,177,2,23,3,4,15,True
22,4,0,0,1,2,0.071,0.822,0.107,0.0772,2,7,29,0,2,8,9,2,2,3,0,0,0,2,2,0,0,0,0,38,177,1,20,2,5,19,True
16,0,0,0,0,0,0.239,0.761,0,-0.8934,1,3,16,0,2,9,7,6,0,3,0,1,0,0,1,0,0,0,0,48,199,1,19,3,4,16,True
4,4,4,0,0,0,0.069,0.931,0,-0.4767,0,39,12,0,2,8,9,4,1,5,0,2,2,0,0,0,2,0,0,52,250,1,27,2,5,26,True
16,6,0,0,0,0,0.126,0.874,0,-0.5994,1,8,22,0,2,12,3,3,0,0,0,1,0,0,1,0,0,0,0,35,188,5,30,2,5,18,True
6,12,0,1,0,0,0,0.943,0.057,0.4404,0,26,19,0,2,12,17,3,0,6,0,1,4,0,2,0,0,0,0,63,282,6,46,3,4,21,True
45,33,0,0,1,1,0.171,0.769,0.061,-0.5744,9,71,80,0,2,4,7,5,0,5,0,1,0,0,1,0,0,0,0,45,183,5,25,1,4,45,True
14,17,0,0,0,0,0.163,0.837,0,-0.8126,2,20,31,0,2,11,4,4,2,2,0,0,0,0,0,0,1,0,0,48,206,2,19,3,4,16,True
14,16,0,0,0,0,0.065,0.889,0.046,-0.2023,2,193,30,0,2,5,12,3,4,3,0,0,2,0,0,2,2,1,0,49,213,4,28,2,4,25,True
8,10,1,0,0,0,0.034,0.855,0.112,0.5358,0,30,19,0,2,10,16,3,0,3,0,0,3,0,1,0,1,0,0,50,231,3,37,2,5,25,True
26,8,0,1,1,1,0.166,0.728,0.106,-0.5719,6,17,37,0,2,10,5,5,3,1,0,0,0,1,2,2,0,0,0,46,195,1,20,3,4,15,True
15,1,0,0,0,0,0.228,0.772,0,-0.9413,1,3,16,0,2,12,12,7,2,4,0,2,0,2,2,0,0,2,0,72,295,5,34,3,4,24,True
20,1,0,0,0,0,0.183,0.788,0.028,-0.8507,4,7,21,0,2,12,8,2,2,5,0,0,0,0,0,0,2,0,0,53,226,2,23,2,4,27,True
13,3,1,0,0,0,0,1,0,0,1,57,18,0,2,18,4,11,0,3,0,3,0,0,0,0,2,0,0,60,310,3,23,4,5,15,True
8,2,0,0,0,0,0.098,0.862,0.04,-0.3612,1,1,10,0,2,11,6,8,3,3,0,0,0,4,0,0,2,1,0,61,283,2,24,4,5,15,True
310,74,91,7,52,17,0.137,0.787,0.076,-0.4019,1,6,553,0,2,8,14,2,0,2,0,0,2,0,3,0,0,0,0,45,226,3,24,2,5,23,True
8,2,0,1,1,0,0,0.94,0.06,0.1531,0,56,12,0,3,6,12,4,1,3,0,1,1,2,2,0,0,1,0,51,228,1,24,3,4,17,True
61,3,0,0,1,0,0,0.953,0.047,0.3313,1,3,65,0,2,9,3,9,0,1,0,4,0,1,2,0,0,0,0,59,228,1,24,7,4,8,True
36,36,1,0,1,0,0.196,0.804,0,-0.765,1,108,74,0,2,6,6,3,0,3,0,2,0,0,0,0,0,0,0,34,153,1,15,3,5,11,True
13,0,0,0,0,0,0.044,0.956,0,-0.4019,0,3,13,0,2,6,18,9,2,2,0,1,4,1,0,0,4,0,0,74,321,2,33,3,4,25,True
4,1,0,0,0,0,0.094,0.906,0,-0.7906,1,0,5,0,2,14,39,5,0,2,0,0,2,0,2,0,2,1,0,90,375,2,44,7,4,13,True
7,1,4,4,0,0,0.183,0.753,0.064,-0.6369,0,4,16,0,2,10,6,4,0,3,0,3,1,0,0,0,1,0,0,45,236,1,21,1,5,45,True
3,2,0,0,0,0,0.233,0.716,0.051,-0.8258,0,2,5,0,2,6,15,4,1,1,0,1,1,0,3,0,3,0,0,53,221,1,25,4,4,13,True
9,3,0,0,0,0,0,0.968,0.032,0.2263,0,12,12,0,2,20,10,11,0,3,0,0,1,0,0,0,2,0,0,70,308,1,24,3,4,23,True
7,6,0,0,0,0,0.174,0.826,0,-0.8126,0,7,13,0,2,11,11,5,1,2,0,0,2,1,2,0,1,1,0,53,255,1,30,3,5,18,True
7,4,0,0,0,0,0.21,0.669,0.12,-0.5801,0,9,11,0,2,6,6,4,0,2,0,0,0,0,3,0,0,0,0,39,160,2,22,4,4,10,True
15,8,0,0,0,1,0.101,0.831,0.068,-0.4588,2,9,24,0,2,15,13,6,2,5,0,0,3,2,1,0,1,0,0,71,325,1,30,2,5,36,True
21,12,2,1,0,1,0.142,0.858,0,-0.7003,5,94,37,0,3,5,12,5,1,2,0,1,2,1,2,0,0,0,0,49,220,1,23,2,4,25,True
151,20,0,0,10,1,0,0.954,0.046,0.1027,14,16,182,0,2,4,8,6,0,0,0,0,2,0,1,0,1,0,0,38,148,1,23,6,4,6,True
16,11,1,0,1,4,0.075,0.925,0,-0.3818,3,21,33,0,2,3,17,4,1,1,0,1,3,1,1,0,0,1,0,40,187,1,27,3,5,13,True
163,8,1,1,12,0,0.049,0.865,0.086,0.3182,4,27,185,0,2,9,6,3,1,4,0,0,0,0,1,0,0,0,0,45,208,1,12,2,5,23,True
48,4,0,0,0,1,0.291,0.653,0.056,-0.9338,3,66,53,0,2,9,10,7,1,2,0,1,3,1,0,0,2,0,0,62,279,2,25,4,5,16,True
21,4,0,0,0,0,0.124,0.792,0.084,-0.3818,3,18,25,0,2,11,8,8,1,4,0,1,2,1,0,0,0,1,0,65,273,1,24,3,4,22,True
