@relation post_all_vectors

@attribute like numeric
@attribute haha numeric
@attribute angry numeric
@attribute sad numeric
@attribute love numeric
@attribute wow numeric
@attribute negative numeric
@attribute neutral numeric
@attribute positive numeric
@attribute compound numeric
@attribute shares numeric
@attribute comments numeric
@attribute reactions numeric
@attribute images numeric
@attribute links numeric
@attribute nouns numeric
@attribute pronouns numeric
@attribute verbs numeric
@attribute numbers numeric
@attribute adjectives numeric
@attribute conjunctions numeric
@attribute adverbs numeric
@attribute person numeric
@attribute date numeric
@attribute org numeric
@attribute money numeric
@attribute gpe numeric
@attribute norp numeric
@attribute event numeric
@attribute words numeric
@attribute chars numeric
@attribute u_words numeric
@attribute u_chars numeric
@attribute sentences numeric
@attribute avg_word_length numeric
@attribute avg_sent_length numeric
@attribute class {True,False}

@data
58,37,0,0,0,0,0.183,0.817,0,-0.6808,6,9,95,0,2,1,16,0,0,0,0,0,2,0,0,0,0,0,0,33,144,3,50,2,4,17,False
480,474,1,2,8,6,0,1,0,0,103,557,976,1,3,0,5,1,0,2,0,2,0,0,0,0,0,0,0,14,80,2,18,1,6,14,False
49,55,0,0,0,0,0,0.71,0.29,0.8126,5,1,104,0,2,4,1,6,2,6,0,0,1,0,0,0,0,0,0,35,134,1,46,1,4,35,False
47,17,0,0,0,0,0,1,0,0,3,9,64,0,2,1,10,0,0,0,0,0,0,0,1,0,0,0,0,17,82,1,34,1,5,17,False
365,174,0,0,2,2,0.128,0.793,0.079,-0.2023,18,25,543,1,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,15,78,2,21,1,5,15,False
259,294,0,0,5,0,0,1,0,0,42,343,558,0,2,1,10,2,0,2,0,2,0,0,0,0,0,0,0,23,154,1,44,2,7,12,False
59,121,0,0,2,0,0,0.637,0.363,0.8126,56,39,182,0,2,1,6,2,0,0,0,0,1,0,0,0,0,0,0,19,112,1,38,1,6,19,False
13,19,0,0,0,0,0,1,0,0,3,0,32,0,2,3,6,2,0,2,0,0,3,1,1,0,1,0,0,21,95,1,17,2,5,11,False
24,28,0,0,0,1,0,1,0,0,2,40,53,1,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0,21,81,3,19,1,4,21,False
46,17,0,0,1,0,0.103,0.897,0,-0.4588,9,0,64,0,2,4,11,6,0,0,0,0,0,0,2,0,0,0,0,41,216,3,60,3,5,14,False
25,36,0,0,0,0,0,0.569,0.431,0.6486,4,11,61,1,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,13,55,2,12,1,4,13,False
226,121,0,0,1,1,0,1,0,0,13,43,349,0,2,2,9,2,0,2,0,0,0,0,0,0,0,0,0,33,144,5,54,3,4,11,False
71,59,0,0,0,1,0.187,0.467,0.346,0.7003,5,3,131,0,2,3,8,2,0,0,0,0,2,0,0,0,0,0,0,25,148,1,46,2,6,13,False
24,28,0,0,0,0,0,1,0,0,13,0,52,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,20,0,1,1,7,3,False
155,184,0,0,1,1,0,1,0,0,28,120,342,0,2,2,3,6,0,0,0,2,0,0,0,0,0,0,0,23,108,1,42,2,5,12,False
17,16,0,0,0,0,0.246,0.754,0,-0.7351,3,6,33,0,2,0,7,2,0,0,0,0,0,0,2,0,0,0,0,23,110,1,44,2,5,12,False
43,44,0,0,0,0,0,0.802,0.198,0.6369,7,2,87,0,2,6,9,2,0,0,0,0,1,0,2,0,0,0,0,27,166,1,46,4,6,7,False
57,68,0,0,2,0,0,1,0,0,8,14,127,0,2,0,7,2,0,0,0,0,4,0,0,0,0,0,0,15,96,1,36,1,6,15,False
159,189,0,0,0,0,0.12,0.686,0.194,0.223,18,15,348,0,2,3,12,4,0,0,0,0,0,0,0,0,0,0,0,39,162,1,56,2,4,20,False
25,63,0,0,0,0,0,0.769,0.231,0.5859,5,7,88,1,5,2,4,2,0,3,0,0,1,0,1,0,0,1,0,20,118,1,11,2,6,10,False
243,182,1,0,1,2,0,1,0,0,25,26,429,0,2,0,11,3,0,4,0,2,0,0,0,0,0,0,0,41,168,1,48,1,4,41,False
193,202,1,0,2,1,0,1,0,0,24,81,400,0,2,1,7,1,0,0,0,0,1,0,0,0,0,0,0,13,74,1,34,1,6,13,False
148,125,0,0,0,1,0.144,0.856,0,-0.296,9,15,274,0,2,0,9,2,0,3,0,3,0,0,0,0,0,0,0,27,158,1,44,1,6,27,False
46,119,0,0,2,0,0,0.769,0.231,0.5859,29,22,167,1,3,3,4,1,0,3,0,0,1,0,1,0,0,1,0,20,165,1,6,2,8,10,False
102,73,0,0,0,0,0.154,0.846,0,-0.7096,4,5,175,0,2,5,15,4,0,2,0,2,0,0,0,0,0,0,0,47,202,7,66,1,4,47,False
446,681,0,2,4,2,0.188,0.812,0,-0.5267,103,44,1135,0,2,4,13,0,0,0,0,0,0,0,1,0,0,0,0,25,148,5,60,3,6,8,False
120,128,0,0,3,0,0.43,0.57,0,-0.9153,41,9,252,0,2,1,12,2,0,0,0,0,1,0,0,0,0,0,0,23,158,1,44,1,7,23,False
39,49,0,0,0,0,0.309,0.691,0,-0.886,10,9,88,0,2,0,13,4,0,0,0,0,0,0,0,0,0,0,0,25,152,1,46,1,6,25,False
132,73,0,0,0,0,0,1,0,0,6,23,205,0,2,3,10,0,0,2,0,0,1,0,0,0,0,2,0,21,100,3,44,1,5,21,False
9,10,0,0,0,0,0,1,0,0,2,2,19,1,5,5,1,3,0,2,0,0,0,0,1,0,0,0,0,19,87,0,21,1,5,19,False
83,108,0,0,0,0,0.25,0.75,0,-0.875,21,10,191,0,2,2,15,6,0,0,0,0,1,0,0,0,2,0,0,39,186,1,58,2,5,20,False
49,52,0,0,0,0,0,0.709,0.291,0.7007,1,15,101,0,2,0,15,0,0,0,0,1,1,0,0,0,0,0,0,27,134,1,46,1,5,27,False
31,7,0,0,0,0,0.375,0.625,0,-0.765,2,2,38,0,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,15,86,1,36,1,6,15,False
1235,1227,0,0,10,4,0,1,0,0,106,106,2478,0,2,1,18,2,0,0,0,0,3,2,0,0,0,0,0,33,164,1,50,2,5,17,False
455,369,0,0,3,1,0,0.799,0.201,0.7003,34,80,829,0,2,3,12,2,0,0,0,0,0,0,1,0,0,0,0,27,124,3,50,3,5,9,False
236,367,0,1,1,3,0,0.759,0.241,0.6597,66,26,610,0,2,1,10,2,0,0,0,0,1,0,0,0,0,0,0,27,132,5,58,1,5,27,False
66,41,0,0,2,0,0,0.665,0.335,0.8625,13,24,109,0,2,0,17,0,0,0,0,2,0,0,0,0,0,0,0,27,130,1,48,2,5,14,False
11,6,0,0,0,0,0,1,0,0,1,3,17,1,5,2,5,0,1,1,0,2,0,0,0,0,0,0,0,15,76,2,12,1,5,15,False
20,16,0,0,0,0,0.319,0.681,0,-0.9268,3,8,36,0,2,1,14,4,0,2,0,0,3,0,0,0,2,0,0,45,166,1,56,4,4,11,False
566,448,0,0,0,1,0,0.556,0.444,0.9001,32,63,1017,0,2,1,12,2,0,0,0,0,0,0,1,0,0,0,0,21,116,1,42,1,6,21,False
379,440,0,3,2,2,0.27,0.536,0.193,-0.3818,65,28,827,0,2,4,9,2,0,2,0,2,0,0,0,0,0,0,0,39,174,3,68,5,4,8,False
21,20,0,0,0,0,0.283,0.717,0,-0.93,0,1,41,0,2,6,13,4,2,2,0,0,1,0,1,0,0,1,0,43,208,1,60,1,5,43,False
155,67,1,0,1,0,0,1,0,0,42,10,224,1,2,3,5,0,0,1,0,0,0,0,1,0,0,0,0,15,91,0,14,1,6,15,False
60,62,1,0,2,0,0.233,0.767,0,-0.4515,10,46,125,0,2,0,9,2,0,0,0,0,1,0,0,0,0,0,0,19,124,1,38,1,7,19,False
76,56,1,0,1,0,0.184,0.628,0.188,0.0258,17,7,134,1,2,2,10,0,0,0,0,0,0,0,1,0,0,0,0,18,87,0,17,2,5,9,False
40,13,1,1,0,0,0.063,0.865,0.073,0.0736,4,1,55,0,2,1,10,6,0,0,0,0,0,0,0,0,0,0,0,31,194,1,50,3,6,10,False
75,68,0,0,0,1,0,1,0,0,12,24,144,0,2,3,6,0,0,2,0,0,0,0,0,0,0,0,0,21,108,3,38,1,5,21,False
32,20,0,0,0,0,0,1,0,0,1,0,53,0,2,2,11,0,0,0,0,0,2,0,0,0,0,0,0,15,112,1,38,1,7,15,False
189,147,0,0,4,1,0.045,0.955,0,-0.1779,14,9,341,0,2,0,11,2,0,2,0,2,1,0,0,0,0,0,0,43,186,1,60,1,4,43,False
72,85,1,3,0,0,0,1,0,0,19,9,161,0,2,1,20,2,0,0,0,0,0,0,0,0,0,0,0,29,156,1,50,1,5,29,False
25,22,0,0,0,0,0,1,0,0,0,62,47,0,2,1,8,0,0,2,0,0,1,0,0,0,0,0,0,29,124,1,46,1,4,29,False
110,113,0,0,0,1,0,0.833,0.167,0.6124,21,15,225,0,2,0,8,4,0,0,0,2,2,0,0,0,0,0,0,29,148,1,52,2,5,15,False
1347,1970,0,1,10,2,0.196,0.804,0,-0.6808,376,285,3337,0,2,0,17,2,0,0,0,0,0,0,0,0,0,0,0,27,164,1,48,1,6,27,False
20,39,0,0,1,0,0.042,0.903,0.055,0.1531,6,11,60,0,2,6,10,6,0,3,0,2,1,0,1,0,1,0,0,52,248,2,40,4,5,13,False
9,12,0,0,0,1,0,0.738,0.262,0.4939,1,6,22,1,5,1,5,2,0,1,0,0,0,0,0,0,0,0,0,11,70,0,10,1,6,11,False
52,38,0,0,0,0,0,1,0,0,7,1,90,0,2,7,19,4,2,0,0,0,1,0,4,2,0,0,0,49,204,1,60,7,4,7,False
125,166,0,0,0,0,0,0.815,0.185,0.7292,13,13,291,0,2,2,7,6,0,0,0,8,0,0,0,0,0,0,0,39,144,1,52,2,4,20,False
12,10,0,0,0,0,0,1,0,0,3,1,22,0,2,2,7,3,0,0,0,2,0,0,0,0,0,0,0,27,120,3,42,2,4,14,False
64,63,0,0,1,0,0.16,0.84,0,-0.4588,5,3,128,0,2,1,10,2,0,0,0,2,0,0,0,0,2,0,0,25,132,1,46,1,5,25,False
54,44,2,0,0,0,0.13,0.87,0,-0.5994,15,3,100,0,2,0,17,4,0,2,0,0,1,0,0,0,0,0,0,33,208,1,50,1,6,33,False
28,54,0,0,0,0,0.122,0.673,0.205,0.5574,9,8,82,0,2,2,12,3,0,0,0,0,0,0,0,0,1,0,0,29,146,1,48,2,5,15,False
168,189,0,0,2,3,0,0.714,0.286,0.875,31,24,362,0,2,2,14,8,0,0,0,0,2,0,0,0,0,0,0,41,166,1,58,2,4,21,False
24,32,0,0,0,0,0,1,0,0,7,13,56,0,2,1,6,3,0,1,0,0,2,0,0,0,0,0,0,15,84,1,36,1,6,15,False
181,158,1,1,2,2,0.267,0.733,0,-0.8985,31,56,345,0,2,2,15,3,2,2,0,2,0,2,0,0,0,0,0,51,204,3,58,1,4,51,False
38,20,1,0,0,0,0,1,0,0,8,10,59,0,2,1,8,2,0,2,0,2,2,0,0,0,0,0,0,21,132,1,40,1,6,21,False
7,14,0,0,0,0,0.297,0.703,0,-0.5859,3,4,21,1,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,11,68,0,11,1,6,11,False
93,45,3,0,3,0,0,0.567,0.433,0.8555,20,13,144,0,2,1,10,0,0,0,0,0,2,0,0,0,0,0,0,17,100,1,36,1,6,17,False
405,207,1,0,0,1,0,1,0,0,184,48,614,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,9,44,1,11,1,5,9,False
8,6,0,0,0,0,0,0,0,0,3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
151,170,0,0,2,0,0,0.833,0.167,0.7003,37,29,323,0,2,3,15,1,0,2,0,0,0,0,0,0,0,0,0,37,160,7,54,1,4,37,False
29,39,0,0,0,0,0.218,0.481,0.301,0.1531,5,1,68,0,2,1,14,2,0,2,0,0,2,0,0,0,0,0,0,23,138,1,44,2,6,12,False
218,258,0,1,2,1,0.31,0.474,0.216,-0.4939,62,112,481,0,2,0,11,2,0,0,0,0,2,0,0,0,0,0,0,19,100,1,38,1,5,19,False
153,193,0,0,1,0,0.37,0.63,0,-0.9258,37,12,348,0,2,3,6,5,2,0,0,2,0,2,0,0,0,0,0,31,118,1,48,4,4,8,False
34,37,0,0,0,0,0,1,0,0,8,6,71,0,2,0,17,0,0,0,0,0,0,0,2,0,0,0,0,19,124,1,40,1,7,19,False
34,8,0,1,0,0,0,0.749,0.251,0.8555,1,12,43,0,2,1,14,4,0,0,0,0,1,0,2,0,2,3,0,35,182,1,48,1,5,35,False
146,57,0,0,2,0,0,0.315,0.685,0.9451,206,14,205,0,1,6,2,1,0,1,0,0,0,0,0,1,0,0,0,17,49,1,5,1,3,17,False
245,241,0,1,7,1,0.375,0.625,0,-0.9118,76,52,495,0,2,2,13,4,0,2,0,0,1,2,0,0,0,0,0,31,160,1,48,1,5,31,False
101,106,0,0,0,0,0,1,0,0,15,40,207,0,2,1,7,2,2,1,0,0,0,0,0,0,0,0,0,17,100,1,38,1,6,17,False
10,6,0,0,1,0,0,1,0,0,1,1,17,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,50,1,11,1,6,8,False
84,50,0,0,2,0,0,1,0,0,22,5,136,0,2,0,14,2,0,4,0,1,0,0,0,0,0,0,0,27,166,1,46,2,6,14,False
232,407,0,0,3,1,0.194,0.806,0,-0.8385,60,63,643,0,2,0,10,6,2,0,0,4,1,0,0,0,0,0,0,47,166,1,54,3,4,16,False
161,201,0,0,1,0,0.245,0.755,0,-0.5859,39,27,363,0,2,4,7,4,0,0,0,0,2,0,0,0,0,0,0,27,128,1,48,1,5,27,False
150,167,0,0,2,0,0.125,0.67,0.205,0.4215,14,12,320,0,2,2,9,4,0,0,0,0,2,0,0,0,0,0,0,21,110,1,42,1,5,21,False
150,139,1,0,0,1,0,1,0,0,14,9,291,0,2,4,8,5,0,0,0,0,2,0,0,0,0,0,0,29,140,1,50,2,5,15,False
32,34,0,0,0,0,0,1,0,0,6,0,66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,2,1,4,3,False
6,12,0,0,0,1,0,1,0,0,1,0,19,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,16,73,3,16,3,5,5,False
713,960,0,3,8,1,0.234,0.552,0.214,-0.1531,72,65,1689,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,25,120,1,44,3,5,8,False
100,95,0,0,2,0,0,1,0,0,15,63,197,0,2,1,8,4,0,0,0,0,2,0,1,0,0,0,0,21,124,1,40,1,6,21,False
35,51,0,0,0,0,0,1,0,0,6,9,86,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,39,1,7,1,7,6,False
44,52,0,0,0,0,0,0.882,0.118,0.3818,4,10,96,0,2,4,14,4,0,1,0,0,1,0,0,0,0,1,0,31,158,1,52,1,5,31,False
245,265,0,1,2,0,0.205,0.795,0,-0.6597,84,56,513,0,2,0,17,2,0,0,0,2,0,0,0,0,0,0,0,29,152,1,46,1,5,29,False
549,658,1,2,15,3,0.16,0.84,0,-0.2732,336,59,1230,0,2,2,8,1,0,0,0,0,0,0,1,0,0,0,0,15,86,1,23,1,6,15,False
12,18,0,0,0,0,0.168,0.832,0,-0.8658,0,20,31,0,2,10,8,7,2,4,0,0,1,0,1,0,0,0,0,58,268,2,26,3,5,19,False
75,89,0,1,1,1,0.331,0.514,0.154,-0.4767,5,15,167,0,2,1,7,1,0,0,0,0,1,0,0,0,0,0,0,13,77,1,22,1,6,13,False
838,704,0,4,21,1,0,0.791,0.209,0.5719,249,127,1572,0,2,1,4,4,0,0,0,2,1,0,1,0,0,0,0,20,81,1,25,1,4,20,False
38,83,0,0,3,0,0,0.73,0.27,0.5719,9,27,125,0,2,1,6,1,0,2,0,1,1,0,0,0,0,0,1,13,87,1,21,1,7,13,False
480,512,0,2,9,1,0,0.552,0.448,0.7579,41,58,1010,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,12,62,1,20,1,5,12,False
92,168,0,1,3,2,0,1,0,0,14,20,267,0,2,4,3,0,2,0,0,0,1,0,0,0,0,0,0,15,65,2,22,2,4,8,False
606,384,1,1,3,3,0.254,0.746,0,-0.1779,142,65,1001,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,8,39,1,16,1,5,8,False
670,536,0,6,15,4,0.224,0.526,0.25,-0.1531,64,178,1236,0,2,2,4,2,0,0,0,0,1,0,0,0,0,0,0,14,58,1,21,1,4,14,False
46,21,0,0,0,0,0,0.785,0.215,0.7964,8,9,67,0,2,7,7,1,0,2,0,0,1,0,0,0,0,0,0,33,144,1,24,2,4,17,False
56,18,0,0,1,0,0.163,0.837,0,-0.4745,3,9,75,0,2,3,7,3,0,1,0,0,1,0,0,0,0,0,0,28,124,1,27,4,4,7,False
761,473,0,2,31,3,0,0.783,0.217,0.3597,116,50,1285,0,2,0,5,2,0,0,0,1,1,0,0,0,0,0,0,11,57,1,20,1,5,11,False
1983,3152,0,10,25,16,0.278,0.722,0,-0.6597,351,197,5202,0,2,2,5,4,1,0,0,0,1,0,0,0,0,0,0,21,85,3,25,1,4,21,False
1055,1468,3,3,12,12,0,0.81,0.19,0.5719,208,121,2562,0,2,3,5,5,1,0,0,1,0,0,0,0,0,0,0,25,112,1,31,2,4,13,False
1913,2187,0,7,13,8,0.174,0.826,0,-0.5859,155,117,4139,0,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,23,80,2,30,3,3,8,False
33,16,0,0,0,0,0.106,0.592,0.302,0.743,1,10,49,0,2,6,4,1,0,1,0,0,1,0,0,0,0,0,0,28,109,1,23,3,4,9,False
2091,3659,0,1,38,36,0,0.764,0.236,0.4019,413,243,5845,0,2,0,10,2,0,0,0,0,2,0,0,0,0,0,0,15,86,1,24,1,6,15,False
215,131,0,2,2,0,0.108,0.731,0.162,0.34,12,22,351,0,2,0,13,2,0,2,0,0,1,0,0,0,0,0,0,23,129,1,31,1,6,23,False
63,64,0,0,1,0,0.064,0.67,0.265,0.7579,7,20,129,0,2,6,0,7,0,3,0,0,1,0,0,0,0,0,0,37,125,1,16,3,3,12,False
55,47,0,0,0,0,0,0.939,0.061,0.4215,7,8,102,0,2,5,15,4,1,2,0,1,3,2,0,0,1,0,0,49,222,3,31,3,5,16,False
171,160,0,1,1,0,0.171,0.829,0,-0.4767,20,32,333,0,2,3,6,2,0,0,0,1,1,0,0,0,0,0,0,18,94,1,26,1,5,18,False
176,121,0,0,2,2,0,1,0,0,40,18,303,0,2,1,9,0,0,0,0,0,1,0,1,0,0,0,0,13,68,1,22,1,5,13,False
80,77,0,0,0,3,0,1,0,0,7,80,161,0,2,9,8,8,1,2,0,0,2,0,0,1,1,0,0,56,248,1,21,3,4,19,False
158,198,0,0,5,1,0,0.625,0.375,0.8126,36,98,365,0,2,1,1,4,0,1,0,1,1,0,0,0,0,1,0,21,72,1,17,3,3,7,False
1652,1928,12,39,25,36,0.237,0.763,0,-0.7506,357,225,3711,0,2,6,10,4,3,2,0,3,3,1,2,0,0,0,0,45,196,1,26,2,4,23,False
733,1162,0,1,19,0,0,0.884,0.116,0.5574,179,556,1921,0,2,8,7,4,0,0,0,3,2,0,0,0,0,0,0,44,173,2,26,2,4,22,False
539,44,18,151,1,2,0,0.916,0.084,0.0258,225,159,759,0,2,3,0,3,0,1,0,1,1,0,0,0,0,0,0,17,73,1,23,1,4,17,False
137,186,0,0,4,1,0.103,0.897,0,-0.128,27,15,328,0,2,2,7,2,0,0,0,0,1,0,1,0,0,0,0,15,77,1,24,2,5,8,False
2902,1996,0,40,122,9,0.15,0.85,0,-0.3182,1300,337,5129,0,2,2,6,1,0,1,0,2,1,0,0,0,0,0,0,15,82,1,24,1,5,15,False
46,33,0,0,0,1,0.232,0.768,0,-0.8807,7,4,80,0,2,8,4,9,0,0,0,6,0,0,2,0,0,0,0,47,224,1,15,1,5,47,False
2,4,0,0,0,0,0.063,0.693,0.245,0.8555,0,0,6,0,2,8,10,3,2,6,0,0,1,0,2,0,0,0,0,58,196,4,26,2,3,29,False
25,37,0,0,0,0,0,1,0,0,9,18,62,1,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,7,40,0,1,1,6,7,False
6,4,0,0,0,0,0,1,0,0,1,1,10,0,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,17,70,1,20,1,4,17,False
3,5,0,0,7,0,0,0.912,0.088,0.4404,0,0,15,0,2,6,8,4,0,3,0,0,3,0,1,0,0,1,0,35,161,1,21,3,5,12,False
16,21,0,0,0,0,0.188,0.677,0.135,-0.0683,5,4,37,1,3,5,1,3,1,2,0,1,0,1,1,0,1,0,0,23,98,1,5,2,4,12,False
21,0,0,0,6,0,0.121,0.78,0.098,0.0836,2,1,27,0,2,4,4,4,0,0,0,1,0,0,0,0,0,0,0,33,119,1,18,3,4,11,False
86,89,0,0,4,0,0.067,0.755,0.177,0.6588,32,37,179,0,3,9,4,5,2,4,0,2,0,1,1,0,0,1,0,57,234,1,17,3,4,19,False
45,30,0,0,1,2,0,0.89,0.11,0.2732,0,14,78,1,3,7,0,4,1,0,0,2,0,0,0,0,1,0,0,20,124,0,1,1,6,20,False
17,3,0,0,0,0,0,0.592,0.408,0.7346,0,3,20,0,2,3,1,1,0,2,0,2,0,1,0,0,0,0,0,14,70,1,13,1,5,14,False
7,2,0,0,0,0,0.138,0.663,0.199,0.0258,1,4,9,1,3,7,1,0,0,2,0,1,0,1,0,0,0,1,0,16,101,0,2,1,6,16,False
1,8,0,0,0,0,0.151,0.622,0.228,0.4771,1,0,9,0,2,6,3,5,0,3,0,2,1,0,1,0,0,0,0,36,143,3,18,1,4,36,False
642,1,0,1,179,0,0,0.914,0.086,0.1511,124,114,825,0,2,4,5,1,0,2,0,1,2,0,0,0,0,0,0,23,99,1,18,1,4,23,False
16,66,0,0,1,1,0.203,0.64,0.157,-0.2023,8,3,84,1,3,6,1,0,1,1,0,0,0,0,0,0,1,0,0,15,92,0,1,1,6,15,False
6,0,3,0,0,2,0,0.756,0.244,0.4404,0,4,11,1,3,5,0,2,1,0,0,1,0,0,0,0,0,0,0,16,71,0,2,2,4,8,False
4,5,0,0,0,0,0.059,0.749,0.191,0.7264,0,0,9,0,2,8,2,4,1,5,0,1,0,0,0,0,0,1,0,36,164,2,16,2,5,18,False
42,75,0,0,4,8,0.071,0.682,0.246,0.5248,3,11,129,0,2,6,0,4,1,1,0,2,0,1,0,0,0,0,0,29,143,1,13,2,5,15,False
26,26,0,0,1,0,0,0.531,0.469,0.7346,6,12,53,1,3,3,0,1,0,1,0,2,0,1,0,0,1,0,0,10,75,0,1,1,8,10,False
750,1546,2,1,28,9,0,1,0,0,643,291,2338,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,39,0,4,1,4,10,False
5,21,0,0,0,0,0.146,0.757,0.097,-0.2263,0,1,26,0,2,3,4,3,0,0,0,0,0,0,1,0,0,0,0,18,89,1,21,1,5,18,False
813,3,3,0,246,0,0,1,0,0,324,198,1065,1,3,3,2,2,0,2,0,1,1,0,0,0,0,0,0,15,89,0,3,1,6,15,False
121,262,0,0,3,1,0.1,0.717,0.183,0.5106,41,80,387,1,3,7,0,5,0,1,0,2,0,1,0,0,0,0,0,26,127,0,1,1,5,26,False
71,96,0,0,1,0,0,1,0,0,24,12,168,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,1,17,1,False
38,48,0,1,1,0,0,0.753,0.247,0.3167,14,9,88,0,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,9,61,1,17,1,7,9,False
18,45,0,0,0,0,0,0.834,0.166,0.4927,18,11,63,1,3,5,2,2,1,1,0,1,0,0,0,0,0,0,0,19,94,0,2,1,5,19,False
3,0,0,0,0,0,0,1,0,0,0,4,3,0,2,7,1,7,0,4,0,4,1,0,0,0,0,1,0,41,166,2,16,1,4,41,False
196,347,1,2,20,0,0,1,0,0,158,80,577,1,4,5,5,2,0,3,0,1,0,0,0,0,0,0,0,36,147,0,6,2,4,18,False
21,14,0,0,9,0,0,1,0,0,2,2,44,0,2,9,1,3,0,3,0,0,0,0,0,0,0,0,0,30,123,1,13,2,4,15,False
5,23,0,0,0,0,0,0.873,0.127,0.4927,0,3,28,0,3,5,6,2,2,1,0,1,0,0,1,0,0,0,0,30,124,1,17,1,4,30,False
75,7,0,0,5,0,0.266,0.565,0.169,-0.34,3,15,87,1,3,4,1,3,0,4,0,0,0,0,1,0,0,1,0,19,101,1,6,1,5,19,False
117,4,0,0,31,2,0.192,0.625,0.183,-0.0534,13,26,154,0,2,7,1,2,1,2,0,1,0,0,0,0,0,0,0,23,105,1,13,1,5,23,False
19,1,0,0,0,0,0.25,0.547,0.203,-0.296,2,3,20,0,2,4,1,4,1,1,0,1,0,0,0,0,0,1,0,22,96,1,13,1,4,22,False
109,139,0,0,47,0,0.105,0.895,0,-0.25,62,54,295,0,2,4,2,2,0,1,0,0,1,1,0,0,0,0,0,20,85,1,15,1,4,20,False
26,32,0,0,0,0,0.22,0.694,0.086,-0.5103,3,2,58,0,2,4,2,0,2,1,0,0,1,0,0,0,0,0,0,23,98,1,13,1,4,23,False
13,14,0,0,1,0,0,0.772,0.228,0.7579,2,1,28,0,2,4,2,4,0,1,0,1,0,0,1,0,0,0,0,28,105,1,14,2,4,14,False
10,3,0,0,0,3,0.14,0.779,0.081,-0.4215,1,38,16,0,2,9,0,4,0,2,0,0,0,0,0,0,0,0,0,34,145,1,13,2,4,17,False
12,21,0,0,1,0,0.236,0.641,0.124,-0.7239,4,4,34,0,2,7,0,5,2,5,0,4,0,1,0,0,0,0,0,43,167,1,13,2,4,22,False
18,16,0,0,2,0,0.106,0.708,0.186,0.4215,2,13,38,0,2,6,3,2,0,1,0,1,1,0,0,0,0,1,0,23,101,1,14,1,4,23,False
37,2,0,0,1,5,0,0.811,0.189,0.5423,5,8,45,0,2,5,2,2,0,2,0,0,0,0,0,0,0,0,0,18,91,1,13,1,5,18,False
10,18,0,0,0,0,0,0.852,0.148,0.3818,1,3,28,0,2,5,0,3,0,2,0,1,0,0,0,0,0,0,0,21,88,1,13,2,4,11,False
15,40,0,0,1,0,0,0.854,0.146,0.3384,8,1,56,0,2,3,1,2,2,1,0,3,0,0,0,0,0,0,0,19,75,1,13,1,4,19,False
14,6,0,0,0,2,0.292,0.599,0.109,-0.5984,1,7,22,0,2,1,2,5,1,2,0,2,1,0,0,0,0,0,0,26,114,1,14,1,4,26,False
13,7,0,0,0,0,0.121,0.44,0.44,0.8271,1,5,20,0,2,4,3,2,1,1,0,2,0,0,0,0,1,0,0,19,86,1,12,1,5,19,False
29,19,0,0,5,0,0,0.716,0.284,0.8196,6,5,53,0,2,3,1,3,1,4,0,3,0,0,0,0,0,0,0,26,110,1,12,1,4,26,False
10,20,0,0,0,0,0.19,0.73,0.079,-0.5413,2,5,30,0,2,6,1,3,1,2,0,1,0,0,0,0,0,0,0,33,128,1,13,1,4,33,False
20,0,0,0,3,8,0.079,0.758,0.163,0.4588,0,1,31,0,2,6,1,5,0,4,0,3,0,0,0,0,0,0,0,36,133,1,13,1,4,36,False
33,26,0,0,0,1,0.287,0.479,0.234,0,5,2,60,1,3,5,1,0,0,1,0,1,1,0,0,0,0,0,0,13,86,1,2,1,7,13,False
12,4,0,0,0,0,0.105,0.758,0.137,0.2263,0,2,16,0,2,6,0,1,0,4,0,3,0,0,0,0,0,0,0,29,120,1,13,2,4,15,False
30,12,1,0,7,0,0,0.857,0.143,0.3612,2,11,50,0,2,8,0,2,1,3,0,3,0,0,0,0,0,0,0,28,106,1,13,1,4,28,False
